.id	OTU	log2FoldChange	p	padj	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Rank8	density_min	density_max	sparsity_threshold	sparsity_apply	l2fc_threshold
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4353	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.11963	0.696716896444962	0.442596706818348	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1309	0.166862552587848	0.514384523133259	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2595	0.333072238594942	0.489332205147011	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6705	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.973	1.60057624638831	0.111480637553123	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1198	0.939918870322576	0.344904632482683	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.13117	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3260	1.30706056868024	0.180865132281886	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3263	-0.148423138693239	0.553428562066853	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1326	1.17598488041346	0.262095358718033	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__Caldilinea	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.452	1.41204313870194	0.110393032612382	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1178	2.08507860514284	0.129320086906292	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5988	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.865	0.920793910910604	0.35848265423858	0.765673775423476	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1802	0.621759111988255	0.451244520222973	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4056	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.645	0.950302842475408	0.196592860182363	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3748	0.316833405468825	0.491417963639377	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1626	0.307591952246877	0.483790033137029	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5913	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.762	2.08743327843263	0.0525011699496404	0.557972075249541	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2692	0.306965035573273	0.492685415530415	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2489	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__C0119	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4337	1.24074066007868	0.253841138973463	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6491	-0.522958283164151	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2325	1.16840055647126	0.358450729221053	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.7326	0.260340880558867	0.498672443806685	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_soil_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.998	1.08549127418875	0.163391962009188	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_soil_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2213	1.37185344692199	0.313243113245801	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2370	0.28769726520202	0.495159877931102	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.9897	-0.220032019224754	0.563572585638057	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5214	0.242784893381106	0.500926225235169	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3391	1.31511053963194	0.344188504847907	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1696	0.260340880558867	0.498672443806685	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2634	0.830234271726387	0.425484816489443	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1843	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3470	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	NA	NA	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1408	0.103341366809855	0.524390181114788	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2718	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3002	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1971	0.333072238594942	0.489332205147011	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1586	0.711269453554599	0.439981617221716	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.583	0.462541590566944	0.387597921067053	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.11442	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2312	1.09678488382849	0.372662055566052	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6026	-0.522958283164151	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2507	-1.07254793580954	0.701408435216481	0.769227100750362	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1792	0.995220136686446	0.330803691314722	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.988	0.133621660252695	0.537483454844016	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.7886	0.836451042388839	0.424689440274075	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	NA	NA	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3789	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.12715	0.682411878562985	0.444432520042851	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2519	1.10786126223896	0.357306741077575	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3757	0.260340880558867	0.498672443806685	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6597	-1.41604408062465	0.704003628511484	0.769227100750362	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5603	0.561731464761752	0.459940214478266	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.8383	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1392	0.620473268087487	0.383488222394547	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1287	1.01977648222443	0.387314283703805	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4721	-0.522958283164151	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_Chloroflexi_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1039	1.13202640391131	0.379585188799805	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2056	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3358	-1.89693527820489	0.755106816394667	0.795010036355157	Bacteria	__Chloroflexi	__Anaerolineae	__Anaerolineales	__Anaerolineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4632	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.9694	0.931769219933565	0.163707585617823	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.990	0.402543499171651	0.408174724602341	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.8799	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.7116	0.367258742425661	0.443701505713558	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.294	0.555446728466201	0.261610674333527	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.10865	0.0631306952810608	0.581064343689361	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3601	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1985	1.21940944496484	0.333423482511342	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4303	0.582266871437071	0.457299446976206	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4929	-0.522958283164151	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6297	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.2233	1.89503947445988	0.177479062030992	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__Chloroflexaceae	__Roseiflexus	__uncultured_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1295	0.785120616226155	0.417768409401631	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__FFCH7168	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4098	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Chloroflexales	__FFCH7168	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.6513	1.12397058394953	0.295160594058889	0.765673775423476	Bacteria	__Chloroflexi	__AKIW781	__uncultured_bacterium	NA	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5342	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__AKIW781	__uncultured_bacterium	NA	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4515	-0.110763683283897	0.546195224109926	0.765673775423476	Bacteria	__Chloroflexi	__AKIW781	NA	NA	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.11675	0.28769726520202	0.495159877931102	0.765673775423476	Bacteria	__Chloroflexi	__Herpetosiphonales	__Herpetosiphonaceae	__Herpetosiphon	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1383	1.52577819282256	0.178463657916441	0.765673775423476	Bacteria	__Chloroflexi	__Herpetosiphonales	__Herpetosiphonaceae	__Herpetosiphon	__uncultured_Chloroflexi_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.12999	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Herpetosiphonales	__Herpetosiphonaceae	__Herpetosiphon	__uncultured_Chloroflexi_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.569	0.333209981048968	0.468048865134812	0.765673775423476	Bacteria	__Chloroflexi	__Herpetosiphonales	__Herpetosiphonaceae	__Herpetosiphon	__uncultured_Chloroflexi_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3467	-1.89693527820489	0.755106816394667	0.795010036355157	Bacteria	__Chloroflexi	__Herpetosiphonales	__Herpetosiphonaceae	__Herpetosiphon	__uncultured_Chloroflexi_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4225	0.990570656892794	0.381377758117812	0.765673775423476	Bacteria	__Chloroflexi	__Herpetosiphonales	__Herpetosiphonaceae	__Herpetosiphon	__uncultured_Chloroflexi_bacterium	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.5278	-1.41604408062465	0.704003628511484	0.769227100750362	Bacteria	__Chloroflexi	__Caldilineae	__Caldilineales	__Caldilineaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3819	0.0658550121691463	0.527798468862342	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__JG30-KF-AS9	__uncultured_bacterium	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4279	-0.522958283164152	0.598185521595158	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__Ktedonobacterales	NA	NA	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.4358	-1.00384948074439	0.656655149992412	0.769227100750362	Bacteria	__Chloroflexi	__Ktedonobacteria	__Ktedonobacterales	__Thermosporotrichaceae	__uncultured	NA	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.1816	1.93521756734296	0.164759974212003	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__Ktedonobacterales	__Thermosporotrichaceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
(substrate=='12C-Con' & day=='3') | (substrate=='13C-Cel' & day == '3')	OTU.3223	0.687639703132262	0.441250273772875	0.765673775423476	Bacteria	__Chloroflexi	__Ktedonobacteria	__Ktedonobacterales	__Ktedonobacteraceae	__uncultured	__uncultured_bacterium	NA	1.72	1.75	0	all	0.25
